iter	RMSE
719	7.702941672
720	7.702075821
721	7.701899117
722	7.699926175
723	7.69980783
724	7.699628307
725	7.69824767
726	7.698114075
727	7.697899469
728	7.696990314
729	7.695651639
730	7.695330519
731	7.695270928
732	7.694565764
733	7.69403041
734	7.693771865
735	7.693728402
736	7.691489809
737	7.690129555
738	7.689018495
739	7.688940997
740	7.688738119
741	7.68668357
742	7.68663714
743	7.68579908
744	7.68460514
745	7.684430108
746	7.684395783
747	7.683957896
748	7.683399314
749	7.682831229
750	7.682709605
751	7.682367371
752	7.681739476
753	7.681517524
754	7.681182627
755	7.68114593
756	7.680445782
757	7.68024016
758	7.680190591
759	7.679508178
760	7.678293769
761	7.677765378
762	7.676923177
763	7.676240615
764	7.674015505
765	7.673381759
766	7.672441658
767	7.671116571
768	7.670570672
769	7.670098636
770	7.669514161
771	7.668452589
772	7.667423919
773	7.667300308
774	7.666712081
775	7.666532618
776	7.666096959
777	7.665392661
778	7.664945795
779	7.664391614
780	7.663933954
781	7.661537746
782	7.66116305
783	7.660747268
784	7.660372248
785	7.660227762
786	7.658483859
787	7.657699402
788	7.656974619
789	7.655162828
790	7.654927602
791	7.65451908
792	7.654064801
793	7.654001017
794	7.653240786
795	7.644281766
796	7.643700679
797	7.643082012
798	7.642060849
799	7.64036146
800	7.639919119
801	7.639912636
802	7.639770747
803	7.639465733
804	7.639157809
805	7.635879155
806	7.635804731
807	7.632122622
808	7.631019833
809	7.630294187
810	7.630055594
811	7.629781643
812	7.627848222
813	7.627441683
814	7.625928245
815	7.625776457
816	7.624589984
817	7.624515593
818	7.624241796
819	7.62396064
820	7.623803523
821	7.623611262
822	7.622736213
823	7.622265215
824	7.621238817
825	7.621218885
826	7.620902889
827	7.620476133
828	7.620035016
829	7.619956541
830	7.619845315
831	7.619391456
832	7.619216366
833	7.617946465
834	7.617789334
835	7.617531247
836	7.617046766
837	7.617041641
838	7.616947322
839	7.616701858
840	7.615310689
841	7.614535716
842	7.613870682
843	7.612029994
844	7.611144292
845	7.610982307
846	7.609773286
847	7.609350989
848	7.607247907
849	7.607115502
850	7.6070038
851	7.606708034
852	7.606677087
853	7.60661856
854	7.606000442
855	7.6059623
856	7.605587184
857	7.605578074
858	7.60546062
859	7.604898868
860	7.604387983
861	7.604196908
862	7.60417977
863	7.603974424
864	7.603431309
865	7.600467411
866	7.599844948
867	7.598804908
868	7.596569341
869	7.596542358
870	7.596268437
871	7.59606385
872	7.595417898
873	7.595152785
874	7.593466066
875	7.592882442
876	7.592280842
877	7.591939296
878	7.591205028
879	7.590973434
880	7.590648546
881	7.59044162
882	7.589046268
883	7.588447784
884	7.587767331
885	7.587656227
886	7.587367211
887	7.586355431
888	7.584917914
889	7.58434282
890	7.583875913
891	7.583673773
892	7.583400265
893	7.583126245
894	7.582776801
895	7.582619257
896	7.582147257
897	7.581479512
898	7.580352418
899	7.579786459
900	7.57916921
901	7.579002373
902	7.578823589
903	7.578302767
904	7.578149176
905	7.57647121
906	7.575803186
907	7.574334537
908	7.574302533
909	7.573836751
910	7.573727595
911	7.573530305
912	7.573477219
913	7.573087537
914	7.57296059
915	7.572826371
916	7.570169373
917	7.570092774
918	7.569697534
919	7.567928925
920	7.56759707
921	7.566388549
922	7.566009346
923	7.565635401
924	7.565357216
925	7.565103695
926	7.564894344
927	7.564029746
928	7.563858336
929	7.562905153
930	7.562277468
931	7.562251789
932	7.561906511
933	7.561052042
934	7.560722563
935	7.560581684
936	7.559930027
937	7.559864263
938	7.559611777
939	7.55957922
940	7.559562282
941	7.559086466
942	7.558739508
943	7.557951791
944	7.557503724
945	7.557212354
946	7.555962562
947	7.555390494
948	7.55469367
949	7.554370234
950	7.554140415
951	7.55389255
952	7.553333196
953	7.548372197
954	7.546800875
955	7.546348983
956	7.545547748
957	7.544728186
958	7.544671608
959	7.544280575
960	7.543722134
961	7.54335562
962	7.542737963
963	7.541740353
964	7.541128262
965	7.540555926
966	7.539991978
967	7.53733115
968	7.536317724
969	7.535343965
970	7.53474356
971	7.534409121
972	7.534282346
973	7.533112417
974	7.53281297
975	7.532633366
976	7.531462047
977	7.531349834
978	7.530773349
979	7.530373632
980	7.530309284
981	7.529491199
982	7.528663192
983	7.528434676
984	7.526711106
985	7.526565634
986	7.526303382
987	7.524016251
988	7.52378837
989	7.523708312
990	7.523159845
991	7.523026097
992	7.522670542
993	7.521336406
994	7.521282491
995	7.521228895
996	7.520597881
997	7.519827431
998	7.519794761
999	7.519304432
